,text,label,prediction
10,"approval, oversaw recruitment, supervised O.O., D.B.V.and P.K., collaborated with N.H. and C.G.M., analyzed and interpreted data, and wrote the manuscript.All authors have read and agreed to the published version of the manuscript.FundingThis research received no external funding.Institutional Review Board StatementThis study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Institutional Review Board of Baylor College of Medicine (Protocol number H-47882, approved on 15 May 2020).Informed Consent StatementInformed consent was obtained from all subjects involved in the study.Data Availability StatementAll of the data are contained within the article.Conflicts of InterestThe authors declare no conflict of interest.ReferencesWorld Health OrganizationCenters for Disease Control and PreventionPresenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City AreaClinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: A retrospective cohort studyWorld Health OrganizationCOVID-19 Post-Acute Sequelae among Adults: 12 Month Mortality RiskRisk for COVID-19 Infection, Hospitalization, and Death by Age GroupOxidative stress in COPDOxidative stress in chronic lung disease: From mitochondrial dysfunction to dysregulated redox signalingOxidative Stress in Ischemic Heart DiseaseMitochondrial dysfunction and oxidative stress in heart diseaseOxidative stress: A major pathogenesis and potential therapeutic target of antioxidative agents in Parkinson's disease and Alzheimer's diseaseOxidative stress and diabetic complicationsEndoplasmic reticulum stress and Oxidative stress in the pathogenesis of Non-alcoholic fatty liver diseaseOxidative stress in chronic kidney diseaseAging: A theory based on free radical and radiation chemistryAgeing, age-related diseases and oxidative stress: What to do next?Glutathione dysregulation and the etiology and progression of human diseasesGlutathione as a Marker for Human DiseaseGlutathione metabolism and its implications for healthCOVID-19 in older adultsOlder Adults and Covid-19: The Most Vulnerable, the Hardest HitObesity and diabetes as high-risk factors for severe coronavirus disease 2019 (Covid-19)Clinical characteristics and outcomes of patients with severe covid-19 with diabetesHIV infection and COVID-19 death: A population-based cohort analysis of UK primary care data and linked national death registrations within the OpenSAFELY platformDeficient synthesis of glutathione underlies oxidative stress in aging and can be corrected by dietary cysteine and glycine supplementationGlutathione synthesis is diminished in patients with uncontrolled diabetes and restored by dietary supplementation with cysteine and glycineEffect of increasing glutathione with cysteine and glycine supplementation on mitochondrial fuel oxidation, insulin sensitivity, and body composition in older HIV-infected patientsImpaired mitochondrial fatty acid oxidation and insulin resistance in aging: Novel protective role of glutathioneGlycine and N-acetylcysteine (GlyNAC) supplementation in older adults improves glutathione deficiency, oxidative stress, mitochondrial dysfunction, inflammation, insulin resistance, endothelial dysfunction, genotoxicity, muscle strength, and cognition: Results of a pilot clinical trialSupplementing Glycine and N-acetylcysteine (GlyNAC) in Aging HIV Patients Improves Oxidative Stress, Mitochondrial Dysfunction, Inflammation, Endothelial Dysfunction, Insulin Resistance, Genotoxicity, Strength, and Cognition: Results of an Open-Label Clinical TrialGlyNAC Supplementation Improves Glutathione Deficiency, Oxidative Stress, Mitochondrial Dysfunction, Inflammation, Aging Hallmarks, Metabolic Defects, Muscle Strength, Cognitive Decline, and Body Composition: Implications for Healthy AgingEndogenous Deficiency of Glutathione as the Most Likely Cause of Serious Manifestations and Death in COVID-19 PatientsGlutathione compartmentalization and its role in glutathionylation and other regulatory processes of cellular pathwaysGlutathione Serum Levels and Rate of Multimorbidity Development in Older AdultsAnalysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methodsGlutathione increase by the n-butanoyl glutathione derivative (GSH-C4) inhibits viral replication and induces a predominant Th1 immune profile in old mice infected with influenza virusEfficacy of glutathione therapy in relieving dyspnea associated with COVID-19 pneumonia: A report of 2 casesN-acetyl-cysteine reduces the risk for mechanical ventilation and mortality in patients with COVID-19 pneumonia: A two-center retrospective cohort studyCOVID-19: A methyl-group assault?SARS-CoV-2: A storm is ragingThe Role of Cytokines including Interleukin-6 in COVID-19 induced Pneumonia and Macrophage Activation Syndrome-Like DiseaseImmunosenescence and Inflammaging: Risk Factors of Severe COVID-19 in Older PeopleAge-related mitochondrial dysfunction as a key factor in COVID-19 diseaseDiabetes and COVID-19: Role of insulin resistance as a risk factor for COVID-19 severityCanonical and Noncanonical Autophagy as Potential Targets for COVID-19Assessment of musculoskeletal pain, fatigue and grip strength in hospitalized patients with COVID-19Blood molecular markers associated with COVID-19 immunopathology and multi-organ damageIntracellular reduced glutathione concentrations by age and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Oxidative stress: plasma TBARS by age group and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Damage due to oxidative stress: plasma F2-isoprostane concentrations by age and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Plasma biochemistry.",0,0
11,"and P.K., collaborated with N.H. and C.G.M., analyzed and interpreted data, and wrote the manuscript.All authors have read and agreed to the published version of the manuscript.FundingThis research received no external funding.Institutional Review Board StatementThis study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Institutional Review Board of Baylor College of Medicine (Protocol number H-47882, approved on 15 May 2020).Informed Consent StatementInformed consent was obtained from all subjects involved in the study.Data Availability StatementAll of the data are contained within the article.Conflicts of InterestThe authors declare no conflict of interest.ReferencesWorld Health OrganizationCenters for Disease Control and PreventionPresenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City AreaClinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: A retrospective cohort studyWorld Health OrganizationCOVID-19 Post-Acute Sequelae among Adults: 12 Month Mortality RiskRisk for COVID-19 Infection, Hospitalization, and Death by Age GroupOxidative stress in COPDOxidative stress in chronic lung disease: From mitochondrial dysfunction to dysregulated redox signalingOxidative Stress in Ischemic Heart DiseaseMitochondrial dysfunction and oxidative stress in heart diseaseOxidative stress: A major pathogenesis and potential therapeutic target of antioxidative agents in Parkinson's disease and Alzheimer's diseaseOxidative stress and diabetic complicationsEndoplasmic reticulum stress and Oxidative stress in the pathogenesis of Non-alcoholic fatty liver diseaseOxidative stress in chronic kidney diseaseAging: A theory based on free radical and radiation chemistryAgeing, age-related diseases and oxidative stress: What to do next?Glutathione dysregulation and the etiology and progression of human diseasesGlutathione as a Marker for Human DiseaseGlutathione metabolism and its implications for healthCOVID-19 in older adultsOlder Adults and Covid-19: The Most Vulnerable, the Hardest HitObesity and diabetes as high-risk factors for severe coronavirus disease 2019 (Covid-19)Clinical characteristics and outcomes of patients with severe covid-19 with diabetesHIV infection and COVID-19 death: A population-based cohort analysis of UK primary care data and linked national death registrations within the OpenSAFELY platformDeficient synthesis of glutathione underlies oxidative stress in aging and can be corrected by dietary cysteine and glycine supplementationGlutathione synthesis is diminished in patients with uncontrolled diabetes and restored by dietary supplementation with cysteine and glycineEffect of increasing glutathione with cysteine and glycine supplementation on mitochondrial fuel oxidation, insulin sensitivity, and body composition in older HIV-infected patientsImpaired mitochondrial fatty acid oxidation and insulin resistance in aging: Novel protective role of glutathioneGlycine and N-acetylcysteine (GlyNAC) supplementation in older adults improves glutathione deficiency, oxidative stress, mitochondrial dysfunction, inflammation, insulin resistance, endothelial dysfunction, genotoxicity, muscle strength, and cognition: Results of a pilot clinical trialSupplementing Glycine and N-acetylcysteine (GlyNAC) in Aging HIV Patients Improves Oxidative Stress, Mitochondrial Dysfunction, Inflammation, Endothelial Dysfunction, Insulin Resistance, Genotoxicity, Strength, and Cognition: Results of an Open-Label Clinical TrialGlyNAC Supplementation Improves Glutathione Deficiency, Oxidative Stress, Mitochondrial Dysfunction, Inflammation, Aging Hallmarks, Metabolic Defects, Muscle Strength, Cognitive Decline, and Body Composition: Implications for Healthy AgingEndogenous Deficiency of Glutathione as the Most Likely Cause of Serious Manifestations and Death in COVID-19 PatientsGlutathione compartmentalization and its role in glutathionylation and other regulatory processes of cellular pathwaysGlutathione Serum Levels and Rate of Multimorbidity Development in Older AdultsAnalysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methodsGlutathione increase by the n-butanoyl glutathione derivative (GSH-C4) inhibits viral replication and induces a predominant Th1 immune profile in old mice infected with influenza virusEfficacy of glutathione therapy in relieving dyspnea associated with COVID-19 pneumonia: A report of 2 casesN-acetyl-cysteine reduces the risk for mechanical ventilation and mortality in patients with COVID-19 pneumonia: A two-center retrospective cohort studyCOVID-19: A methyl-group assault?SARS-CoV-2: A storm is ragingThe Role of Cytokines including Interleukin-6 in COVID-19 induced Pneumonia and Macrophage Activation Syndrome-Like DiseaseImmunosenescence and Inflammaging: Risk Factors of Severe COVID-19 in Older PeopleAge-related mitochondrial dysfunction as a key factor in COVID-19 diseaseDiabetes and COVID-19: Role of insulin resistance as a risk factor for COVID-19 severityCanonical and Noncanonical Autophagy as Potential Targets for COVID-19Assessment of musculoskeletal pain, fatigue and grip strength in hospitalized patients with COVID-19Blood molecular markers associated with COVID-19 immunopathology and multi-organ damageIntracellular reduced glutathione concentrations by age and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Oxidative stress: plasma TBARS by age group and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Damage due to oxidative stress: plasma F2-isoprostane concentrations by age and cohort (COVID-19 patients vs. uninfected controls) with regression estimated means (95% CI) adjusting for cohort, age, group and sex.Plasma biochemistry.Values are means +- SD.Means are significantly different at p < 0.05.Parameters Uninfected Controls HospitalizedCOVID-19 Patients   Hemoglobin (g/L) 13.9 +- 0.8n = 24 14.0 +- 4.3p = 0.9n = 59   Total protein (g/dL) 7.2 +- 0.4n = 24 6.6 +- 0.5p < 0.0001n = 55   Total bilirubin (mg/dL) 0.7 +- 0.2n = 24 0.6 +- 0.3p = 0.08n = 55   Alanine transaminase (U/L) 22.2 +- 7.3n = 24 54.2 +- 45.5p = 0.001n = 55   Aspartate transaminase (U/L) 20.0 +- 8.2n = 24 51.5 +- 56.3p = 0.008n = 55   Alkaline phosphatase (U/L) 70.2 +- 26.2n = 24 78.4 +- 38.3p = 0.3n = 55   BUN (mmol/L) 13.4 +- 3.6n = 24 17.2 +- 8.2p = 0.03n = 58   Creatinine (mg/dL) 0.9 +- 0.2n = 24 0.7 +- 0.2p = 0.0006n = 58   GSH and oxidative stress.Data are reported as means +- SD.Outcome Measure ControlsN = 24 HospitalizedCOVID-19 PatientsN = 60   RBC-total GSH (mmol/L.RBC) 1.2 +- 0.5 0.5 +- 0.2p < 0.0001   RBC-reduced GSH (mmol/L.RBC) 1.0 +- 0.6 0.4 +- 0.2p < 0.0001   RBC-GSSG (mmol/L.RBC) 0.2 +- 0.2 0.1 +- 0.0p > 0.99   RBC GSH/GSSG 9.4 +- 10.1 8.0 +- 9.2p = 0.5   Plasma TBARS (muM/L) 9.3 +- 9.9 28.2 +- 10.6p < 0.0001   Plasma F2-isoprostane (pg/mL) 93.7 +- 71.0 201.6 +- 51.0p < 0.0001   Effect of age on intracellular glutathione and plasma biomarkers of oxidative stress and oxidant damage.",0,0
12,"Means are significantly different at p < 0.05.Parameters Uninfected Controls HospitalizedCOVID-19 Patients   Hemoglobin (g/L) 13.9 +- 0.8n = 24 14.0 +- 4.3p = 0.9n = 59   Total protein (g/dL) 7.2 +- 0.4n = 24 6.6 +- 0.5p < 0.0001n = 55   Total bilirubin (mg/dL) 0.7 +- 0.2n = 24 0.6 +- 0.3p = 0.08n = 55   Alanine transaminase (U/L) 22.2 +- 7.3n = 24 54.2 +- 45.5p = 0.001n = 55   Aspartate transaminase (U/L) 20.0 +- 8.2n = 24 51.5 +- 56.3p = 0.008n = 55   Alkaline phosphatase (U/L) 70.2 +- 26.2n = 24 78.4 +- 38.3p = 0.3n = 55   BUN (mmol/L) 13.4 +- 3.6n = 24 17.2 +- 8.2p = 0.03n = 58   Creatinine (mg/dL) 0.9 +- 0.2n = 24 0.7 +- 0.2p = 0.0006n = 58   GSH and oxidative stress.Data are reported as means +- SD.Outcome Measure ControlsN = 24 HospitalizedCOVID-19 PatientsN = 60   RBC-total GSH (mmol/L.RBC) 1.2 +- 0.5 0.5 +- 0.2p < 0.0001   RBC-reduced GSH (mmol/L.RBC) 1.0 +- 0.6 0.4 +- 0.2p < 0.0001   RBC-GSSG (mmol/L.RBC) 0.2 +- 0.2 0.1 +- 0.0p > 0.99   RBC GSH/GSSG 9.4 +- 10.1 8.0 +- 9.2p = 0.5   Plasma TBARS (muM/L) 9.3 +- 9.9 28.2 +- 10.6p < 0.0001   Plasma F2-isoprostane (pg/mL) 93.7 +- 71.0 201.6 +- 51.0p < 0.0001   Effect of age on intracellular glutathione and plasma biomarkers of oxidative stress and oxidant damage.Data are reported as multiple regression estimates (95% confidence intervals) adjusting for cohort, age group, and sex.p-values adjusted for multiple hypothesis tests using Bonferroni correction within each outcome measure.Means are significantly different at p < 0.05.",0,0
13,"p-values adjusted for multiple hypothesis tests using Bonferroni correction within each outcome measure.Means are significantly different at p < 0.05.YA = young adults (21-40 years), YA-C = young adults with COVID-19 (21-40 years); MA = middle-aged adults (41-60 years), MA-C = middle-aged adults with COVID-19 (41-60 years); OA = older adults (>=60 years), OA-C = older adults with COVID-19 (>=60 years).Physical Function YoungAdults(21-40 years) YoungCOVID-19 Patients(21-40 years)YA vs. YA-CYA-C vs. OA-C Middle-Aged Adults(41-60 years) Middle-AgedCOVID-19 Patients(41-60 years)MA vs. MA-CMA-C vs. YA-C Older Adults (>=60 years) OlderCOVID-19 Patients(>=60 years)OA vs. OA-COA-C vs. MA-C   RBC-total GSH (mmol/L.RBC) 1.8 (1.7, 1.9) 0.7 (0.7, 0.8)p < 0.0001p < 0.0001 1.1 (1.0, 1.3) 0.3 (0.3, 0.4)p < 0.0001p < 0.0001 0.8 (0.6, 0.9) 0.3 (0.2, 0.4)p < 0.0001p > 0.99   RBC-reduced GSH (mmol/L.RBC) 1.7 (1.6, 1.8) 0.7 (0.6, 0.7)p < 0.0001p < 0.0001 1.0 (0.9, 1.1) 0.3 (0.2, 0.3)p < 0.0001p < 0.0001 0.4 (0.3, 0.5) 0.2 (0.1, 0.3)p = 0.036p > 0.99   RBC-GSSG (mmol/L.RBC) 0.2 (0.1, 0.2) 0.1 (0.0, 0.1)p = 0.09p > 0.99 0.1 (0.0, 0.2) 0.1 (0.0, 0.1)p > 0.99p > 0.99 0.4 (0.3, 0.5) 0.1 (0.0, 0.1)p < 0.0001p > 0.99   RBC GSH/GSSG ratio 10.0 (4.9, 15.0) 14.7 (11.5, 17.8)p = 0.8p < 0.0001 16.7 (11.0, 22.3) 3.7 (0.6, 6.8)p = 0.001p < 0.0001 1.9 (0, 7.0) 2.5 (0, 5.7)p > 0.99p > 0.99   Plasma TBARS (muM/L) 2.4 (0, 5.9) 18.1 (15.9, 20.3)p < 0.0001p < 0.0001 2.7 (0, 6.6) 29.9 (27.8, 32.1)p < 0.0001p < 0.0001 23.2 (19.7, 26.7) 39.6 (37.3, 41.8)p < 0.0001p < 0.0001   Plasma F2-isoprostane (pg/mL) 45.4 (23.5, 67.4) 162.3 (148.5, 176.0)p < 0.0001p < 0.0001 49.7 (25.2, 74.3) 195.9 (182.4, 209.4)p < 0.0001p = 0.006 190.1 (168.2, 212.1) 259.8 (245.6, 274.1)p < 0.0001p < 0.0001",0,0
14,"mRNA vaccination compared to infection elicits an IgG-predominant response with greater SARS-CoV-2 specificity and similar decrease in variant spike recognitionDuring the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, new vaccine strategies including lipid nanoparticle delivery of antigen encoding RNA have been deployed globally.The BioNTech/Pfizer mRNA vaccine BNT162b2 encoding SARS-CoV-2 spike protein shows 95% efficacy in preventing disease, but it is unclear how the antibody responses to vaccination differ from those generated by infection.Here we compare the magnitude and breadth of antibodies targeting SARS-CoV-2, SARS-CoV-2 variants of concern, and endemic coronaviruses, in vaccinees and infected patients.We find that vaccination differs from infection in the dominance of IgG over IgM and IgA responses, with IgG reaching levels similar to those of severely ill COVID-19 patients and shows decreased breadth of the antibody response targeting endemic coronaviruses.Viral variants of concern from B.1.1.7 to P.1 to B.1.351 form a remarkably consistent hierarchy of progressively decreasing antibody recognition by both vaccinees and infected patients exposed to Wuhan-Hu-1 antigens.IntroductionIn 2020, following decades of research to develop messenger RNA (mRNA) vaccines, and accelerated by the urgent need for countermeasures against the coronavirus disease 2019 (COVID-19) pandemic, the U.S. FDA authorized two mRNA vaccines, BNT162b2 (BioNTech/Pfizer) and mRNA-1273 (Moderna/NIAID).mRNA vaccines are a promising alternative to conventional vaccine approaches in part because a relatively consistent biomolecule can be used to generate a variety of antigens in the vaccine recipient.They have been shown to stimulate protective immune responses to viral infections in pre-clinical models, and recently have demonstrated high efficacy and safety in clinical trials for COVID-19 prevention.mRNA vaccines mimic some aspects of viral infection by using the host cell’s translational machinery to transiently express properly folded vaccine antigens in situ, driving strong humoral and T cell responses.It remains to be determined precisely how the immune system responds to RNA vaccines and their other components such as lipid nanoparticles, compared to other vaccine platforms or infection.Immune correlates of protection from COVID-19 have not been fully elucidated, but both humoral and cellular responses may contribute to preventing and containing infection.",0,1
15,"mRNA vaccines mimic some aspects of viral infection by using the host cell’s translational machinery to transiently express properly folded vaccine antigens in situ, driving strong humoral and T cell responses.It remains to be determined precisely how the immune system responds to RNA vaccines and their other components such as lipid nanoparticles, compared to other vaccine platforms or infection.Immune correlates of protection from COVID-19 have not been fully elucidated, but both humoral and cellular responses may contribute to preventing and containing infection.Most neutralizing antibodies target the receptor-binding domain (RBD) of SARS-CoV-2 spike (S) and prevent binding to the host angiotensin-converting enzyme 2 (ACE2) receptor.The BNT162b2 mRNA vaccine (as well as mRNA-1273) encodes full-length prefusion stabilized S glycoprotein.Results from Phase III clinical trials and mass vaccination studies show promising results with high efficacy against severe COVID-19 and similar data across subgroups defined by age, sex, race, and the presence of coexisting conditions.BNT162b2 elicited robust anti-S IgG responses and SARS-CoV-2 neutralizing titers in the trials.The emergence and global spread of SARS-CoV-2 variants of concern with mutations in the S gene first detected in the United Kingdom (B.1.1.7 lineage), South Africa (B.1.351 lineage), and Brazil (P.1 lineage), threaten to decrease the efficacy of vaccines based on the original Wuhan-Hu-1 SARS-CoV-2 S antigen.All three variants have a N501Y amino acid change in RBD, while the B.1.351 and P.1 variants both have two additional RBD changes, K417N/T and E484K, increasing the binding affinity of RBD to ACE2.These amino acid changes, particularly E484K, alter important epitopes targeted by many antibodies that neutralize SARS-CoV-2 by preventing RBD binding to host ACE2.Here, we compare the longitudinal antibody responses in 55 BNT162b2 vaccine recipients and 100 COVID-19 patients, and identify key differences in the magnitude, isotype profiles, SARS-CoV-2 S domain specificity and breadth of responses targeting other human coronaviruses (HCoVs).",0,1
16,"All three variants have a N501Y amino acid change in RBD, while the B.1.351 and P.1 variants both have two additional RBD changes, K417N/T and E484K, increasing the binding affinity of RBD to ACE2.These amino acid changes, particularly E484K, alter important epitopes targeted by many antibodies that neutralize SARS-CoV-2 by preventing RBD binding to host ACE2.Here, we compare the longitudinal antibody responses in 55 BNT162b2 vaccine recipients and 100 COVID-19 patients, and identify key differences in the magnitude, isotype profiles, SARS-CoV-2 S domain specificity and breadth of responses targeting other human coronaviruses (HCoVs).In contrast, evaluating IgG and RBD-ACE2 blocking antibody responses to the early Wuhan-Hu-1 S protein and the three most concerning novel viral variants B.1.1.7, P.1 and B.1.351, we find remarkably consistent vulnerabilities among different individuals regardless of whether their antibody responses were stimulated by infection or vaccination.ResultsBNT162b2 vaccination induces high anti-SARS-CoV-2 IgG concentrationsWe measured anti-SARS-CoV-2 antibody isotype concentrations for nucleocapsid (N), full S and S domains S1 N-terminal domain (NTD) and RBD in BNT162b2 study participant plasma samples collected before or immediately after their first dose (day 0), and on days 7, 21 (prior to the 2nd dose), 28, and 42 after the prime using multiplexed electrochemiluminescence (ECL) assays (Meso Scale Discovery, MSD).Four of the vaccine recipients had a history of positive SARS-CoV-2 RT-qPCR tests (CoV-2+ vaccinees), while the remaining 51 participants were naïve to SARS-CoV-2 (CoV-2− vaccinees).IgG titers for S protein and its domains in CoV-2− vaccinees were negative at baseline and day 7 after their first vaccination, increased by day 21, and reached their highest levels at days 28 and 42 (Figures 1A and 1B).IgG to N protein in CoV-2− participants remained negative throughout the vaccine course as expected.The kinetics of the S protein IgG response tended to be faster for patients previously infected with SARS-CoV-2.Three of the four CoV-2+ vaccinees showed elevations in IgG antibody responses to NTD, RBD, and S by day 7 and reached higher levels than observed for the CoV-2− vaccinees at day 21.One CoV-2+ vaccinee showed slower kinetics of IgG increase, more similar to CoV-2− vaccinees (Figures 1A and 1B).CoV-2+ participant median anti-N protein IgG concentrations were increased at baseline and did not increase with vaccination.All but two study participants had developed robust IgG responses to SARS-CoV-2 RBD and S by day 28 (Figure 1A), with CoV-2+ and CoV-2− vaccinees reaching comparable IgG concentrations (Figures 1A and 1B).One individual with low anti-RBD and anti-S responses did not receive the second vaccine dose; the other was a 70-year-old individual with a prior history of oral cancer.",0,1
17,"CoV-2+ participant median anti-N protein IgG concentrations were increased at baseline and did not increase with vaccination.All but two study participants had developed robust IgG responses to SARS-CoV-2 RBD and S by day 28 (Figure 1A), with CoV-2+ and CoV-2− vaccinees reaching comparable IgG concentrations (Figures 1A and 1B).One individual with low anti-RBD and anti-S responses did not receive the second vaccine dose; the other was a 70-year-old individual with a prior history of oral cancer.Two vaccinees taking methotrexate immunosuppressive medication showed no decrease in antibody responses to vaccination.All BNT162b2 recipients had weaker IgM and IgA antibody responses to S domains and full S, in comparison to their IgG responses (Figure 1A; Figures S1A and S1B).Study participants in all age groups (< 40 years, 40 to 60 years, > 60 years) developed robust IgG antibody responses, although younger individuals reached higher Ig antibody concentrations compared to the individuals over 60 years of age (Figures 1A and 1B; Figures S1A and S1B).We compared IgG antibody responses in vaccinees who did or did not report side effects from their prime and boost vaccination.The most common side effects reported were site tenderness, muscle aches, headaches, and fatigue (Figure S2A).None of the side effects experienced after the prime or boost vaccination were associated with an increase or decrease in IgG antibody responses (Figure S2B).BNT162b2 vaccination and SARS-CoV-2 infection elicit distinct Ig isotype profilesCOVID-19 patients with severe disease develop higher SARS-CoV-2-specific antibody titers than asymptomatic or mildly ill individuals.We measured the magnitude and Ig isotype profiles in moderately and severely ill COVID-19 patients sampled in the initial months of the pandemic before viral variants of concern had been reported, and compared these to the responses of BNT162b2 vaccinees, using the MSD ECL platform (Figure 2; Figure S3).COVID-19 plasma samples were from a previously described cohort of patients who presented to Stanford Healthcare clinical sites for care.Patients were classified as outpatients; admitted patients not requiring care in the intensive care unit (ICU); ICU patients; and those who died from their illness.Serological responses measured by ECL in 530 longitudinal plasma samples from these 100 COVID-19 patients were highly correlated with results from laboratory-developed anti-RBD, -S1, and -N ELISAs (Figure S4).Vaccinees developed IgG antibody concentrations to the SARS-CoV-2 NTD, RBD, and S proteins that were comparable to the responses in severely ill patients, and higher than those of mildly or moderately ill patients; this reached statistical significance for anti-NTD antibodies at days 28 and 42 and for anti-RBD antibodies at day 42.",0,1
18,"Patients were classified as outpatients; admitted patients not requiring care in the intensive care unit (ICU); ICU patients; and those who died from their illness.Serological responses measured by ECL in 530 longitudinal plasma samples from these 100 COVID-19 patients were highly correlated with results from laboratory-developed anti-RBD, -S1, and -N ELISAs (Figure S4).Vaccinees developed IgG antibody concentrations to the SARS-CoV-2 NTD, RBD, and S proteins that were comparable to the responses in severely ill patients, and higher than those of mildly or moderately ill patients; this reached statistical significance for anti-NTD antibodies at days 28 and 42 and for anti-RBD antibodies at day 42.In comparison to infection, the BNT162b2 vaccine induced a highly IgG-polarized serological response, with minimal IgM and IgA responses to S and S domains RBD and NTD (Figure 2; Figure S3).BNT162b2 vaccination produces less broad serological responses to endemic HCoVs than SARS-CoV-2 infectionWhile SARS-CoV-2 proteins show sequence divergence from those of other HCoVs, regions of high conservation exist at the epitope level that can lead to plasma antibody cross-reactivity.SARS-CoV-2 and SARS-CoV S proteins share 76% amino acid similarity.Serological analysis cannot readily distinguish between antibodies produced after reactivation of pre-existing HCoV antigen-specific memory B cells by SARS-CoV-2 antigens, or stimulation of novel cross-reactive antibody species by SARS-CoV-2 vaccination or infection.In SARS-CoV-2 vaccinees and COVID-19 patients within the first weeks after vaccination or infection, respectively, antibody responses to SARS-CoV S increased.Vaccinees and severely ill patients developed similar concentrations of anti-SARS-CoV S IgG, whereas those of moderately ill patients were significantly lower.Severely ill patients had higher stimulation of SARS-CoV anti-S IgA concentrations than vaccinees and other patients (Figures 3A and 3B; Figure S5).Infection stimulated notably higher IgG responses to betacoronaviruses HCoV-OC43 and HCoV-HKU1 compared to vaccination, despite the similar magnitude of total anti-SARS-CoV-2-specific antibody responses in vaccinees and severely ill patients (Figure 2B).IgA and IgM showed similar patterns of higher responses to endemic HCoVs in severely ill patients compared to vaccinees.HCoV responses stimulated by infection varied by isotype; notably, an IgA response to alphacoronavirus HCoV-NL63 S was seen consistently in the patient groups but was not present in vaccinated individuals.Circulating SARS-CoV-2 variants show consistent degrees of escape from polyclonal antibody responses of vaccinees and infected patientsSARS-CoV-2 variants associated with rapidly increasing case numbers have recently emerged and spread globally.Neutralizing capability of many potent anti-SARS-CoV-2 monoclonal antibodies (mAbs) against B.1.351 is reduced or abolished, and escape from recognition by vaccinee and patient plasma has been reported.",0,1
19,"HCoV responses stimulated by infection varied by isotype; notably, an IgA response to alphacoronavirus HCoV-NL63 S was seen consistently in the patient groups but was not present in vaccinated individuals.Circulating SARS-CoV-2 variants show consistent degrees of escape from polyclonal antibody responses of vaccinees and infected patientsSARS-CoV-2 variants associated with rapidly increasing case numbers have recently emerged and spread globally.Neutralizing capability of many potent anti-SARS-CoV-2 monoclonal antibodies (mAbs) against B.1.351 is reduced or abolished, and escape from recognition by vaccinee and patient plasma has been reported.We analyzed and compared variant B.1.351, P.1, and B.1.1.7 S binding and S-ACE2 blocking activity of antibodies in longitudinal plasma samples from the BNT162b2 vaccinees and COVID-19 patients.Compared with Wuhan-Hu-1, antibody binding to viral variant S and RBD antigens was reduced to similar degrees in vaccinees (Figures 4A and 4B) and patients (Figure 4C), with more marked decreases for P.1 and B.1.351.Most vaccinees developed high percentages of Wuhan-Hu-1 S-ACE2 blocking activity, peaking at day 28 (7 days post-boost).A strikingly consistent hierarchy of reduction in plasma antibody binding by variant S and RBD antigens was observed among study participants, with progressively decreased binding for B.1.1.7, P.1 and B.1.351 compared to Wuhan-Hu-1 antigens.The S-ACE2 blocking antibody assay showed highly similar reductions in blocking for B.1.351 and P.1, indicating no significant difference between the effects of the K417N versus K417T RBD changes, respectively, on ACE2 blocking antibodies (Figure 4B).Two vaccinees had low RBD and S binding and S-ACE2 blocking activity for all SARS-CoV-2 variants, including Wuhan-Hu-1.Together, these data indicate that the effects of viral variants are remarkably consistent with an escape from polyclonal antibody responses elicited either by infection or BNT162b2 vaccination.DiscussionOne of the positive developments amid the global calamity of the SARS-CoV-2 pandemic has been the rapid design, production and deployment of remarkably effective vaccines based on lipid nanoparticle delivery of mRNA encoding the viral S antigen.Although correlates of vaccine-mediated protection are still under active study, clinical correlates and passive antibody transfer experiments in rhesus macaques support a central role for neutralizing antibodies that block the viral S protein’s interaction with the host ACE2 receptor.Such antibodies are elicited by infection as well as vaccination, but the shared and divergent features of the serological responses produced in response to SARS-CoV-2 antigens in these different contexts are poorly understood.We find that BNT162b2 vaccination produces robust IgG responses to S protein, and RBD and NTD domains that are as high as those generated in the most severely ill COVID-19 patients and follow a similar time course.Side-effects following vaccination were not associated with the magnitude of the serological response.",0,1
